user,degree,clustering
46651832,1,0.0
43645134,5,1.0
43485254,5,1.0
30875592,1,0.0
94527648,1,0.0
44316622,2,1.0
130938198,2,1.0
16323772,5,1.0
8431322,6,0.8
26653162,6,0.6666666666666666
7314602,6,0.8
32873084,1,0.0
130050230,1,0.0
142755160,1,0.0
687770,2,1.0
125928170,6,0.4666666666666667
161887534,1,0.0
169778022,6,0.4
169758664,11,0.6727272727272727
170644228,11,0.6727272727272727
88345298,8,0.6785714285714286
24987170,1,0.0
170194938,1,0.0
25266104,1,0.0
185990002,1,0.0
127001612,1,0.0
22790384,11,0.6909090909090909
131570794,1,0.0
196458484,32,0.8508064516129032
151638534,56,0.7038961038961039
194095836,41,0.6853658536585366
119997872,54,0.7274633123689728
151721054,66,0.5571095571095571
212757934,39,0.7854251012145749
191795264,43,0.743078626799557
194086682,41,0.7219512195121951
20992622,1,0.0
166999340,1,0.0
60847578,1,0.0
219180800,1,0.0
100837340,1,0.0
10677850,2,1.0
177106670,1,0.0
193662722,16,1.0
161376980,32,0.4334677419354839
184227546,17,0.8823529411764706
167971096,41,0.3073170731707317
18670822,19,0.7192982456140351
44245774,22,0.5627705627705628
168233106,19,0.7017543859649122
8953770,18,0.7908496732026143
122213540,16,1.0
47364748,16,1.0
95881418,18,0.7908496732026143
189349120,17,0.8823529411764706
166571306,18,0.7843137254901961
7638046,17,0.8823529411764706
105995362,28,0.42857142857142855
165184892,40,0.36666666666666664
234998168,1,0.0
162123430,1,0.0
167295622,1,0.0
137392882,1,0.0
168553440,7,0.6666666666666666
210115960,6,0.9333333333333333
88656350,12,0.45454545454545453
119999308,51,0.483921568627451
194254404,30,0.7770114942528735
188889476,48,0.7225177304964538
133691794,42,0.759581881533101
172197650,51,0.691764705882353
163141272,49,0.6870748299319728
151205176,2,1.0
192694886,2,1.0
31666270,1,0.0
58176062,6,1.0
28338442,6,1.0
39608776,6,1.0
78816754,3,1.0
9850720,2,1.0
66332002,1,0.0
86416692,3,1.0
26393974,1,0.0
43460940,71,0.338430583501006
32399786,14,0.5054945054945055
20956008,30,0.5908045977011495
8345350,25,0.34
46801526,30,0.5057471264367817
40230100,48,0.5629432624113475
855792,26,0.7076923076923077
10589900,9,1.0
17224372,11,0.7818181818181819
79263488,4,1.0
150180008,7,0.6190476190476191
156244948,8,0.4642857142857143
87445016,3,1.0
39271216,2,0.0
92051796,2,1.0
24848484,2,1.0
29986126,2,1.0
6849022,4,0.5
18917996,3,1.0
117429212,3,1.0
84310082,2,1.0
204183818,3,0.6666666666666666
110048200,1,0.0
109196886,4,1.0
6360352,4,1.0
9956906,4,1.0
77897794,11,0.6181818181818182
15234318,20,0.7578947368421053
51888422,1,0.0
116102878,1,0.0
11557150,2,1.0
11939812,2,1.0
39686032,1,0.0
13876400,101,0.784950495049505
80808900,1,0.0
81000214,1,0.0
34891210,9,0.3055555555555556
26784680,6,0.4
73773566,1,0.0
34395536,1,0.0
17378052,2,1.0
57416056,2,1.0
12333378,4,0.16666666666666666
81307822,2,1.0
31388386,3,1.0
67856476,13,0.2564102564102564
53784054,10,0.35555555555555557
142054544,1,0.0
64718608,1,0.0
20640210,3,1.0
21387716,3,1.0
20478402,3,1.0
82852774,1,0.0
162077620,3,1.0
8350248,7,0.5714285714285714
16323770,5,1.0
163235444,2,1.0
163924954,1,0.0
116723418,4,0.8333333333333334
113488326,3,1.0
164033028,1,0.0
160611450,1,0.0
148955216,10,0.8222222222222222
154094534,1,0.0
93804292,1,0.0
76122882,2,1.0
125046732,2,1.0
13053314,1,0.0
10825864,2,1.0
7615658,2,1.0
62601976,3,1.0
76019694,1,0.0
84931292,3,1.0
79301028,3,1.0
63565276,3,1.0
17225882,1,0.0
73587212,1,0.0
20744998,1,0.0
27296190,1,0.0
151526186,4,0.5
3975580,3,0.6666666666666666
22470072,3,0.3333333333333333
49158574,1,0.0
155984566,2,1.0
35796552,2,1.0
41553744,2,1.0
40799078,16,0.7333333333333333
47462918,20,0.6105263157894737
7766304,2,1.0
16769718,5,0.9
51443658,4,0.5
62683602,2,1.0
100696498,1,0.0
34230232,35,1.0
197431996,2,1.0
117553796,3,1.0
183704390,1,0.0
187387458,1,0.0
198322224,3,1.0
208627070,1,0.0
168033982,1,0.0
19219122,2,1.0
19062742,1,0.0
49716628,3,1.0
33264552,1,0.0
219020626,9,0.8611111111111112
216557496,5,0.7
136191966,9,0.8611111111111112
187425296,1,0.0
223009136,2,0.0
64241232,3,1.0
221949544,3,1.0
70999730,1,0.0
89961202,7,0.7142857142857143
14138366,10,0.4
98406354,9,0.6388888888888888
69564604,11,0.7818181818181819
20929902,12,0.6060606060606061
63171094,1,0.0
21332228,1,0.0
127519846,1,0.0
193656878,1,0.0
196278180,1,0.0
83224846,2,1.0
51978078,2,1.0
213664746,10,1.0
232095100,10,1.0
232085334,10,1.0
213674478,10,1.0
232082746,10,1.0
213649236,10,1.0
213623908,10,1.0
213691892,10,1.0
232093354,10,1.0
232089930,10,1.0
212561512,3,0.6666666666666666
12709164,1,0.0
78856500,1,0.0
149546040,1,0.0
79616550,6,0.5333333333333333
80733538,7,0.38095238095238093
30382124,1,0.0
22138066,1,0.0
42821622,1,0.0
109142094,2,1.0
109142356,2,1.0
168181430,1,0.0
196967474,1,0.0
183694994,3,1.0
183691998,3,1.0
216802712,3,1.0
116418278,5,1.0
62457104,3,1.0
70653130,3,1.0
44344692,3,1.0
196674770,1,0.0
171234518,10,0.8
163221168,16,0.4166666666666667
55931592,3,1.0
24151486,3,1.0
23220418,3,1.0
202111026,1,0.0
70959382,5,0.9
222140684,5,0.9
74912294,1,0.0
61452884,1,0.0
122900436,2,1.0
167369540,2,1.0
222712330,1,0.0
30560826,1,0.0
8533768,5,0.8
21608902,1,0.0
3844240,4,0.16666666666666666
17659536,4,0.8333333333333334
57213298,4,0.8333333333333334
9087400,1,0.0
51523026,2,0.0
37177882,6,0.2
101624486,1,0.0
116915282,5,0.4
90514228,2,1.0
106187356,2,1.0
119722670,9,0.4444444444444444
20451164,11,0.5636363636363636
109622888,8,0.7142857142857143
25151012,3,1.0
114850504,1,0.0
21079230,1,0.0
5635376,4,1.0
21756116,4,1.0
44359080,4,1.0
36609436,5,0.6
80809970,1,0.0
56720182,1,0.0
97631624,2,1.0
21073090,2,1.0
2759844,1,0.0
24114304,1,0.0
7927484,1,0.0
30942188,1,0.0
153794960,1,0.0
90613840,2,0.0
141186658,2,1.0
153322258,2,1.0
20742744,1,0.0
70741926,1,0.0
7443140,2,1.0
848226,2,1.0
8994748,2,1.0
19039844,2,1.0
669650,3,0.3333333333333333
23557350,1,0.0
115638312,2,1.0
40765920,1,0.0
29566234,1,0.0
54484682,2,1.0
135033916,1,0.0
3807130,5,1.0
26792980,5,1.0
5313548,5,1.0
9354216,5,1.0
11212930,5,1.0
39325574,5,1.0
73424226,5,1.0
80829868,1,0.0
31537328,1,0.0
110770134,7,1.0
167284834,9,0.7777777777777778
123007650,7,1.0
188634028,9,0.7777777777777778
88654950,5,0.8
34592980,4,0.8333333333333334
113177952,4,0.8333333333333334
182829546,2,1.0
7555434,2,1.0
202527026,1,0.0
37347708,1,0.0
52376506,1,0.0
28972688,1,0.0
18081852,2,1.0
25647806,3,1.0
78331994,3,1.0
80294096,3,1.0
13691156,1,0.0
6530382,2,1.0
105779762,6,1.0
122352356,6,1.0
6239752,1,0.0
80931984,1,0.0
12791526,2,1.0
53142390,1,0.0
71072048,9,0.7222222222222222
146810710,1,0.0
2535650,1,0.0
36405314,1,0.0
103644452,1,0.0
220255776,4,1.0
220289900,5,0.7
220246484,6,0.6
133761994,2,1.0
54006348,2,1.0
23138410,1,0.0
211043524,31,0.853763440860215
17270600,2,1.0
15305162,2,1.0
53219938,3,1.0
67020176,3,1.0
157365012,10,0.4888888888888889
36342810,2,0.0
30750858,1,0.0
44606150,4,1.0
181847906,5,0.6
160614368,2,1.0
143397576,8,1.0
167424800,20,0.5526315789473685
30771978,8,0.8214285714285714
10755476,1,0.0
191429594,1,0.0
70045090,4,0.5
57579000,2,1.0
149687162,1,0.0
78813588,3,1.0
91666232,3,1.0
10761804,1,0.0
24687308,1,0.0
210467002,10,1.0
161169548,10,1.0
102440822,10,1.0
222121534,10,1.0
118262078,10,1.0
118541868,10,1.0
118548212,10,1.0
183907158,10,1.0
118546862,10,1.0
210451358,10,1.0
68762710,1,0.0
232122224,2,1.0
195029622,2,1.0
210632162,3,0.3333333333333333
57479084,2,1.0
232750392,1,0.0
9392882,4,0.3333333333333333
56799140,1,0.0
147784682,1,0.0
94632970,1,0.0
19119300,2,1.0
61542292,1,0.0
62156276,1,0.0
40780842,1,0.0
30163558,10,0.6
8169134,10,0.4444444444444444
53207694,8,0.5714285714285714
73542370,1,0.0
31245588,3,1.0
25740622,3,1.0
20466348,3,1.0
16545074,4,0.8333333333333334
55454420,4,0.8333333333333334
231694786,1,0.0
2434130,18,0.8888888888888888
18373060,1,0.0
18548800,1,0.0
21678748,1,0.0
164831352,1,0.0
211790082,1,0.0
71201054,2,1.0
101034900,7,1.0
29262112,12,0.42424242424242425
72121932,8,0.8571428571428571
31659890,9,0.6944444444444444
69502468,8,0.8571428571428571
142559712,7,1.0
164646362,7,1.0
4283070,1,0.0
98011280,1,0.0
180490602,3,1.0
10281838,4,0.6666666666666666
189039038,3,1.0
144698920,3,1.0
86830504,2,1.0
229773172,2,1.0
169568602,6,0.4666666666666667
179833714,2,1.0
235004428,1,0.0
235457520,2,1.0
74608526,1,0.0
222610528,5,1.0
127465528,5,1.0
50873712,6,0.8666666666666667
135389552,1,0.0
135655446,7,0.7619047619047619
135657132,11,0.6
131559414,12,0.5
27515274,2,0.0
80001748,3,1.0
3102956,1,0.0
129334512,1,0.0
233248872,1,0.0
76774516,1,0.0
159548832,1,0.0
137647402,2,1.0
106023030,2,1.0
207926628,1,0.0
28940226,3,0.3333333333333333
30810926,5,0.5
88775880,8,0.8214285714285714
113946174,9,0.6666666666666666
51134294,8,0.8214285714285714
26908568,8,0.8214285714285714
168980616,8,0.8214285714285714
231044562,1,0.0
10092870,1,0.0
12157186,1,0.0
55735332,1,0.0
126045744,2,1.0
223682548,2,1.0
110885246,1,0.0
2144310,1,0.0
196453286,52,0.7435897435897436
111639088,53,0.7489114658925979
196060884,51,0.7756862745098039
176173224,1,0.0
76003134,1,0.0
4871902,7,0.5238095238095238
22628554,6,0.6
1661244,15,0.2761904761904762
128575250,5,0.7
11850768,1,0.0
66965944,61,0.4021857923497268
49016650,20,0.5736842105263158
99722374,1,0.0
104114268,3,1.0
6779448,1,0.0
171911848,6,1.0
228901914,1,0.0
159465894,2,1.0
97929316,1,0.0
19317206,1,0.0
42533868,2,1.0
125310712,3,1.0
56852586,1,0.0
77493054,2,1.0
68846314,2,1.0
77000472,2,1.0
52562564,1,0.0
200761214,1,0.0
53927782,4,1.0
54705694,11,0.6727272727272727
144331412,3,1.0
34639334,1,0.0
28416948,3,0.3333333333333333
32969636,2,1.0
178068684,3,0.6666666666666666
201705888,2,1.0
17843280,1,0.0
7304878,3,1.0
18768352,6,0.7333333333333333
32714520,4,1.0
59431030,4,1.0
20818906,3,1.0
14945126,2,1.0
78043160,1,0.0
10431360,2,0.0
83897576,1,0.0
51746968,1,0.0
15857220,1,0.0
49144114,1,0.0
43497544,4,1.0
23933146,1,0.0
81190166,1,0.0
12740666,2,1.0
24006974,1,0.0
59490424,1,0.0
81843412,2,1.0
55025340,1,0.0
22470822,1,0.0
36052594,1,0.0
31033146,1,0.0
11088276,3,0.3333333333333333
22048926,2,1.0
8554924,8,0.7142857142857143
4509262,2,0.0
151715832,52,0.6070889894419306
38555708,2,1.0
10514910,1,0.0
212969254,6,0.9333333333333333
115265466,10,0.6444444444444445
55157486,1,0.0
21252618,1,0.0
16336076,1,0.0
59001500,2,1.0
45652724,2,1.0
72514668,3,0.3333333333333333
19473198,4,0.6666666666666666
210936456,2,1.0
207787190,2,1.0
126624366,1,0.0
28253438,1,0.0
37808778,1,0.0
140213506,2,1.0
168104834,2,1.0
140259796,1,0.0
81848022,1,0.0
79224852,1,0.0
33146740,5,0.5
207489920,2,1.0
133654930,1,0.0
54324776,1,0.0
16751638,2,1.0
76182524,2,1.0
48895522,1,0.0
182789784,2,0.0
198211748,2,1.0
116094088,5,0.8
224475102,1,0.0
223951222,1,0.0
28575710,4,1.0
2693614,5,0.7
60954728,5,0.7
40213676,6,0.6
125961530,2,1.0
125511538,5,0.7
36433656,1,0.0
128394522,3,1.0
7423118,3,1.0
38836304,1,0.0
54245162,48,0.7553191489361702
188887846,52,0.7677224736048266
198370552,55,0.7245791245791245
196455448,47,0.730804810360777
230158822,1,0.0
44399906,1,0.0
231355072,1,0.0
228320388,6,1.0
173484056,7,0.8095238095238095
182184918,6,1.0
196403590,6,1.0
13613018,1,0.0
233074868,1,0.0
234487280,1,0.0
171208602,9,0.8611111111111112
102632172,9,0.8611111111111112
157986506,19,0.8947368421052632
12212634,2,0.0
8104270,1,0.0
153197212,1,0.0
100390788,1,0.0
31726658,3,1.0
21818680,2,1.0
2081840,1,0.0
35375816,1,0.0
35398862,2,1.0
26024640,2,1.0
56351798,5,0.9
15827860,1,0.0
116734438,1,0.0
35257496,1,0.0
42510720,3,0.3333333333333333
46660486,4,0.16666666666666666
104803440,2,1.0
59895696,1,0.0
61326384,3,1.0
167104958,2,0.0
17306808,2,1.0
17011622,2,1.0
184940568,2,1.0
20358480,1,0.0
20040320,1,0.0
82242512,2,1.0
148585522,1,0.0
196506548,1,0.0
165121778,5,1.0
164108148,12,0.42424242424242425
153450532,23,0.20948616600790515
182642224,10,0.3111111111111111
163789410,15,0.24761904761904763
2300938,1,0.0
107328622,1,0.0
9230290,3,1.0
97765986,3,0.3333333333333333
69313138,2,1.0
20768182,2,1.0
115367570,1,0.0
157718778,1,0.0
80976222,4,0.8333333333333334
157262822,1,0.0
171666356,2,1.0
41953830,1,0.0
54016060,37,0.44894894894894893
79095680,4,0.8333333333333334
132331384,1,0.0
11240270,1,0.0
30763788,4,1.0
53464034,5,1.0
61128244,5,1.0
47272568,5,1.0
66557974,2,1.0
20590818,1,0.0
103763374,2,1.0
16844322,1,0.0
80527014,1,0.0
73829056,2,1.0
5179680,1,0.0
112909776,1,0.0
137557208,1,0.0
44319736,1,0.0
46426322,1,0.0
54371034,1,0.0
24713270,3,1.0
77089632,1,0.0
31016392,1,0.0
51394446,1,0.0
12824130,4,0.8333333333333334
17078742,6,0.6666666666666666
13854564,5,0.7
43955924,2,1.0
23793848,2,1.0
80799232,1,0.0
20842262,3,0.3333333333333333
23528504,2,1.0
102522350,1,0.0
106715850,1,0.0
160150492,4,1.0
120383508,4,1.0
160112896,4,1.0
26802150,1,0.0
71570094,1,0.0
67848702,1,0.0
12399212,1,0.0
28368982,2,1.0
98112918,1,0.0
21731508,2,1.0
7921828,3,1.0
32911682,3,1.0
27409162,1,0.0
59386490,4,0.5
44505016,5,0.2
15464246,1,0.0
65207962,1,0.0
8000698,3,0.3333333333333333
42048776,4,1.0
199689214,1,0.0
68730934,5,0.5
9850730,3,1.0
49394708,1,0.0
6583212,2,1.0
34030992,3,0.3333333333333333
117634046,2,1.0
9344004,3,1.0
9343660,3,1.0
17608798,2,1.0
52616468,2,1.0
43817026,1,0.0
55699860,4,1.0
16342696,4,1.0
58232002,4,1.0
72915438,4,1.0
68768560,1,0.0
4516172,1,0.0
35027906,2,1.0
20549562,3,1.0
15577194,3,1.0
31477014,3,1.0
40831580,3,0.6666666666666666
17628096,6,1.0
43128402,7,0.47619047619047616
24574256,6,0.6666666666666666
150334510,10,0.5111111111111111
182709914,9,0.4444444444444444
49144342,1,0.0
90297782,2,1.0
234409810,2,1.0
64869544,2,1.0
51731524,2,1.0
12589228,1,0.0
20374318,1,0.0
16970892,2,1.0
17043080,2,1.0
18502236,2,1.0
90518534,1,0.0
85197088,1,0.0
73315952,1,0.0
50115062,1,0.0
125603934,2,1.0
12364898,1,0.0
117075580,1,0.0
31311384,5,0.4
20248206,3,0.6666666666666666
55178060,3,0.6666666666666666
2434666,1,0.0
121954088,9,0.6111111111111112
166510136,1,0.0
43938618,1,0.0
121074646,3,1.0
6688936,2,1.0
17530558,2,1.0
142247638,1,0.0
170208348,1,0.0
30623584,1,0.0
99796668,3,1.0
166830416,3,1.0
190194282,3,1.0
50768886,1,0.0
119732888,2,0.0
30559120,1,0.0
121030096,3,1.0
113879524,1,0.0
124109160,6,0.8666666666666667
222270466,7,0.6666666666666666
16234782,8,0.5
57309898,1,0.0
20816936,2,1.0
96606244,1,0.0
209141066,1,0.0
89785538,2,1.0
187863502,1,0.0
219427300,2,1.0
103496390,2,1.0
172028906,46,0.7816425120772947
173441426,48,0.6586879432624113
220434718,38,0.8193456614509246
134536392,53,0.7714078374455733
158327156,47,0.7058279370952821
191882992,51,0.7788235294117647
190839792,43,0.8161683277962348
193809422,36,0.8301587301587302
172026794,57,0.575187969924812
63243322,5,1.0
143742268,4,0.6666666666666666
135021252,3,1.0
137779182,3,1.0
117366510,3,1.0
62127388,2,1.0
98586630,2,1.0
35096852,5,1.0
35849394,5,1.0
14416602,6,0.8
14817422,9,1.0
12118412,12,0.6060606060606061
26281724,12,0.6818181818181818
58932012,3,1.0
133415804,3,1.0
16005480,3,1.0
199999070,11,0.6181818181818182
194303756,7,0.6666666666666666
181216946,1,0.0
39760030,2,1.0
41244892,2,1.0
56820912,6,0.7333333333333333
157837086,1,0.0
46441096,1,0.0
70707684,2,1.0
24744054,17,0.6911764705882353
24399608,17,0.6911764705882353
116029556,1,0.0
18626870,1,0.0
90496728,2,1.0
132203116,4,1.0
66101398,4,1.0
16531432,14,0.5164835164835165
67367014,3,1.0
63849360,3,1.0
20851926,3,1.0
18716404,1,0.0
961288,1,0.0
19038082,2,1.0
62358782,4,0.3333333333333333
126195938,1,0.0
12278580,4,0.3333333333333333
24133932,3,0.6666666666666666
116023756,2,1.0
72309638,4,0.6666666666666666
101321544,2,1.0
48103226,2,1.0
80740348,1,0.0
31376650,1,0.0
72781270,1,0.0
45897898,1,0.0
76602684,1,0.0
22804698,2,1.0
70133602,5,1.0
176277096,3,1.0
38980794,3,1.0
78527156,3,1.0
125420102,3,1.0
50298394,5,0.5
178499320,1,0.0
190097800,14,0.43956043956043955
161647178,9,0.5277777777777778
165054408,4,1.0
72133664,6,0.8
29254326,1,0.0
51013030,1,0.0
17446646,1,0.0
16193600,2,1.0
14166862,2,1.0
14909890,2,1.0
17448638,7,0.5714285714285714
27833378,5,0.9
6820238,5,0.9
33639362,8,0.42857142857142855
19975598,1,0.0
15746794,1,0.0
37448090,2,1.0
30772250,11,0.9818181818181818
43066114,13,0.8589743589743589
30646862,11,0.9818181818181818
30556920,13,0.8589743589743589
48428930,11,0.9818181818181818
38448824,11,0.5636363636363636
31146360,2,1.0
18459234,3,0.3333333333333333
41920938,1,0.0
33885094,1,0.0
17179400,1,0.0
17106060,1,0.0
16605202,1,0.0
20623998,2,0.0
32658298,2,0.0
22867918,1,0.0
36984034,1,0.0
57630044,1,0.0
64634476,1,0.0
44845078,2,1.0
27530004,1,0.0
21710920,2,1.0
12528392,2,1.0
8995234,13,0.8076923076923077
37559396,11,0.9454545454545454
35426012,11,0.9272727272727272
27665978,12,0.8939393939393939
57115572,13,0.8076923076923077
27668294,11,0.9454545454545454
33265936,12,0.8939393939393939
26339990,13,0.8076923076923077
31535044,1,0.0
42427248,1,0.0
176498408,1,0.0
10156922,2,1.0
194231540,2,1.0
39146752,2,1.0
10866906,4,0.3333333333333333
16271100,1,0.0
23783872,1,0.0
53466494,1,0.0
1089504,4,0.16666666666666666
16809076,2,1.0
9856944,1,0.0
21020072,1,0.0
10849610,1,0.0
45428486,1,0.0
1105084,4,1.0
7638104,6,0.6
24886222,1,0.0
92893296,1,0.0
1907954,1,0.0
85789130,1,0.0
19300906,8,0.6785714285714286
12241784,8,0.6785714285714286
11688970,7,0.8571428571428571
17838910,8,0.6785714285714286
9573474,7,0.8571428571428571
100018782,1,0.0
43737260,9,0.8333333333333334
44609902,9,0.8333333333333334
17575470,9,0.8333333333333334
24927088,7,1.0
42830430,7,1.0
122598410,9,0.8333333333333334
18629050,9,0.8333333333333334
6271400,2,1.0
102635714,2,0.0
84615920,2,1.0
7272758,2,1.0
38733840,1,0.0
20152424,2,0.0
172782010,1,0.0
17087402,2,1.0
134482102,1,0.0
45581282,1,0.0
139442718,1,0.0
126518496,2,0.0
125311392,3,1.0
104697522,3,1.0
129982524,3,1.0
91886590,3,1.0
866408,2,1.0
15657380,5,1.0
120763838,5,1.0
61573648,7,0.7619047619047619
146714638,1,0.0
137805850,1,0.0
17031426,3,0.0
24618946,4,0.3333333333333333
130872174,2,0.0
24142250,1,0.0
5290740,1,0.0
30660066,1,0.0
31470676,2,1.0
74044610,1,0.0
151223834,1,0.0
17720646,1,0.0
51914896,1,0.0
55418890,1,0.0
100109488,1,0.0
26546272,2,1.0
85530670,2,1.0
144488704,1,0.0
204887164,3,1.0
45252680,3,1.0
182276512,2,1.0
81915482,2,1.0
34500828,1,0.0
110223186,1,0.0
34936292,3,1.0
18286280,3,1.0
187232030,6,1.0
79959364,7,0.7619047619047619
229584734,2,1.0
233805736,2,1.0
72856790,1,0.0
160620960,11,0.8909090909090909
188283052,1,0.0
44534152,1,0.0
78751504,1,0.0
171842716,2,1.0
35747186,3,0.3333333333333333
137463274,1,0.0
157413584,1,0.0
70053362,2,0.0
117336606,1,0.0
230584834,1,0.0
165508942,10,0.8444444444444444
87698542,2,0.0
39778952,2,1.0
232199404,1,0.0
90267162,2,0.0
58390890,1,0.0
117192006,2,1.0
34398192,6,0.8666666666666667
24903510,6,1.0
136863348,6,1.0
209865776,6,1.0
12208704,1,0.0
2164332,1,0.0
110064688,2,1.0
140205474,2,1.0
35846228,6,0.6666666666666666
100613356,1,0.0
173441744,51,0.7058823529411765
133685108,53,0.5645863570391872
193816540,47,0.7816836262719704
119996376,53,0.6661828737300436
175018784,40,0.8589743589743589
214339686,46,0.782608695652174
155905846,54,0.7078965758211041
155878980,48,0.6985815602836879
214363586,46,0.7536231884057971
133681262,62,0.526176626123744
153014192,3,0.3333333333333333
42316960,2,1.0
117406840,1,0.0
70648602,2,1.0
57410062,3,1.0
33787162,3,0.0
228177992,1,0.0
125638114,2,1.0
37524630,1,0.0
177212424,1,0.0
29079526,2,1.0
69940948,9,0.8333333333333334
57821798,10,0.7555555555555555
138675954,1,0.0
138065072,2,1.0
60662696,2,1.0
84349186,3,1.0
76289898,1,0.0
57590430,2,1.0
17250662,3,1.0
61907090,1,0.0
101566386,4,1.0
159491228,4,1.0
2051746,2,1.0
21568,2,1.0
21078220,1,0.0
106012222,1,0.0
39441124,1,0.0
29498292,2,1.0
78647488,1,0.0
107360934,2,1.0
7840360,3,0.3333333333333333
56778818,3,1.0
127860238,3,1.0
114991326,3,1.0
65079866,2,0.0
83719780,3,1.0
88120728,1,0.0
9025828,4,1.0
10744668,5,0.6
11285046,4,1.0
9740888,3,1.0
5532062,1,0.0
161587280,1,0.0
161076066,2,1.0
76999344,2,1.0
22373278,7,0.8095238095238095
29440442,5,1.0
51861748,2,0.0
16394796,4,0.3333333333333333
2857936,2,1.0
160043630,1,0.0
20762628,1,0.0
135169552,1,0.0
122397762,1,0.0
53879080,1,0.0
81708492,5,0.8
39595794,13,0.5897435897435898
78026170,13,0.5641025641025641
60091966,22,0.6753246753246753
31302090,14,0.8681318681318682
6717082,26,0.4123076923076923
8501722,21,0.7428571428571429
18880628,36,0.4222222222222222
52093398,22,0.6753246753246753
19900864,21,0.7428571428571429
9413148,24,0.5905797101449275
7623096,57,0.4191729323308271
28432454,28,0.5211640211640212
11651810,27,0.4188034188034188
96943312,5,0.9
113891722,5,0.9
12283456,4,0.16666666666666666
24672842,10,0.4222222222222222
45458398,10,0.4666666666666667
18656716,7,0.7142857142857143
32605348,9,0.5833333333333334
11702654,12,0.36363636363636365
75047152,2,1.0
19952226,2,1.0
146376526,3,0.3333333333333333
51065548,7,0.7142857142857143
40306112,1,0.0
170504000,1,0.0
34113180,1,0.0
90167976,2,1.0
43232808,2,1.0
113982810,1,0.0
84064342,1,0.0
183422360,1,0.0
20312446,1,0.0
226882382,1,0.0
107164108,2,0.0
58825214,1,0.0
181207960,1,0.0
1544118,1,0.0
11883410,1,0.0
118815784,1,0.0
19358962,2,1.0
9546600,2,1.0
27194554,13,1.0
82196512,46,0.3565217391304348
2089628,13,1.0
48384126,21,0.5857142857142857
12071002,36,0.30158730158730157
45654130,18,0.6470588235294118
43789128,20,0.47368421052631576
40728366,1,0.0
111487626,2,1.0
51441364,1,0.0
201752290,1,0.0
30342762,1,0.0
27314484,19,0.7660818713450293
9303824,2,1.0
13008102,1,0.0
153260162,1,0.0
48450686,5,0.3
3226940,1,0.0
